start_lat,start_long,end_lat,end_long,start_time,end_time
28.55563,77.09519,23.07719994,72.63469696,19:35:00,21:10:00
28.55563,77.09519,23.07719994,72.63469696,04:45:00,06:25:00
28.55563,77.09519,23.07719994,72.63469696,22:15:00,00:10:00
28.55563,77.09519,23.07719994,72.63469696,13:35:00,15:10:00
28.55563,77.09519,23.07719994,72.63469696,20:20:00,22:00:00
28.55563,77.09519,23.07719994,72.63469696,04:45:00,06:25:00
28.55563,77.09519,23.07719994,72.63469696,17:20:00,18:55:00
